id,type,breed,age,gender,size,description,name,status,published_at
65563729,Cat,Domestic Short Hair,Baby,Female,Medium,"Ready to bring joy, laughter, and endless cuddles into your life. Well suited to any kitten-appropriate home. Primary Color: Black...",Marbles,adoptable,2023-07-23T12:15:39+0000
65563730,Cat,Domestic Short Hair,Baby,Female,Medium,"Charmingly wicked kitty ready to razzle and dazzle your life! I am on the timid/undersocialized side, so I will thrive...",Triss,adoptable,2023-07-23T12:15:39+0000
65563731,Cat,Domestic Short Hair,Senior,Male,Small,I&amp;#39;m an extremely sweet senior who looks forward to settling into my new home! I would prefer a calm and...,Falcon,adoptable,2023-07-23T12:15:39+0000
65563732,Cat,Domestic Short Hair,Baby,Male,Medium,Beau-tea-ful and playful kitty well suited to any kitten-appropriate home. Primary Color: Tortoiseshell Weight: 2.2lbs Age: 0yrs 0mths 11wks Animal...,Hibiscus,adoptable,2023-07-23T12:15:39+0000
65563733,Cat,Domestic Short Hair,Baby,Female,Medium,"Charmingly wicked kitty ready to razzle and dazzle your life! I am on the timid/undersocialized side, so I will thrive...",Ciri,adoptable,2023-07-23T12:15:39+0000
65563734,Cat,Domestic Short Hair,Baby,Female,Medium,Adorable good-for-you kitten well suited to any kitten-appropriate home. Primary Color: Black Weight: 3.7lbs Age: 0yrs 0mths 11wks Animal has...,Zucchini,adoptable,2023-07-23T12:15:39+0000
65563735,Cat,Domestic Short Hair,Adult,Female,Medium,"Friendly feline beauty, best suited to a quiet home. Primary Color: Brown Weight: 3.6lbs Age: 5yrs 10mths 3wks Animal has...",Flora,adoptable,2023-07-23T12:15:39+0000
65563736,Cat,Domestic Short Hair,Baby,Male,Medium,Beau-tea-ful and playful kitty well suited to any kitten-appropriate home. Primary Color: Brown Tabby Weight: 2.3lbs Age: 0yrs 0mths 10wks...,Mint,adoptable,2023-07-23T12:15:39+0000
65563737,Cat,Domestic Short Hair,Baby,Female,Medium,"Playful, energetic girl kitty well suited to any kitten-appropriate home. Primary Color: Tortoiseshell Weight: 2.5lbs Age: 0yrs 0mths 9wks Animal...",Zellie,adoptable,2023-07-23T12:15:39+0000
65563738,Cat,Domestic Short Hair,Baby,Male,Medium,"Ready to bring joy, laughter, and endless cuddles into your life. Well suited to any kitten-appropriate home. Primary Color: Brown...",Jax,adoptable,2023-07-23T12:15:39+0000
65563739,Cat,Domestic Short Hair,Baby,Male,Medium,Adorable and fun; great for any kitten-appropriate home. Primary Color: Black Secondary Color: White Weight: 2.7lbs Age: 0yrs 0mths 10wks...,Snapdragon,adoptable,2023-07-23T12:15:39+0000
65563740,Cat,Domestic Short Hair,Baby,Male,Medium,"Ready to bring joy, laughter, and endless cuddles into your life. Well suited to any kitten-appropriate home. Primary Color: Grey...",Pog,adoptable,2023-07-23T12:15:39+0000
65563741,Cat,Domestic Short Hair,Baby,Male,Medium,"Playful, active little kitty. Well suited to any kitten-appropriate home. Primary Color: Tabby Weight: 2.5lbs Age: 0yrs 0mths 9wks Animal...",Oak,adoptable,2023-07-23T12:15:39+0000
65563742,Cat,Domestic Short Hair,Baby,Female,Medium,"Animated, adorable superpower kitty well suited to any kitten-appropriate home. Primary Color: Black Secondary Color: White Weight: 3lbs Age: 0yrs...",Buttercup,adoptable,2023-07-23T12:15:39+0000
65563745,Cat,Domestic Short Hair,Baby,Female,Medium,Adorable and fun; great for any kitten-appropriate home. Primary Color: Black Secondary Color: Black Weight: 2.1lbs Age: 0yrs 0mths 10wks...,Azalea,adoptable,2023-07-23T12:15:39+0000
65563746,Cat,Domestic Short Hair,Young,Male,Medium,Primary Color: Orange Tabby Age: 0yrs 10mths 3wks Animal has been Neutered,Francis,adoptable,2023-07-23T12:15:39+0000
65563747,Cat,Domestic Short Hair,Baby,Male,Medium,"Playful, active little kitty. Well suited to any kitten-appropriate home. Primary Color: Tabby Weight: 2.35lbs Age: 0yrs 0mths 9wks Animal...",Ash,adoptable,2023-07-23T12:15:39+0000
65563748,Cat,Domestic Short Hair,Adult,Male,Small,"I am sweet, but sensitive, so I may take a little time to warm up to my new home. After...",Leo,adoptable,2023-07-23T12:15:39+0000
65563750,Cat,Domestic Short Hair,Baby,Male,Medium,Adorable good-for-you kitten well suited to any kitten-appropriate home. Primary Color: Black Secondary Color: White Weight: 3.6lbs Age: 0yrs 0mths...,Cucumber,adoptable,2023-07-23T12:15:39+0000
65563751,Cat,Domestic Short Hair,Baby,Female,Medium,Adorable and fun; great for any kitten-appropriate home. Primary Color: Black Secondary Color: White Weight: 2.3lbs Age: 0yrs 0mths 10wks...,Lily,adoptable,2023-07-23T12:15:39+0000
65563752,Cat,Domestic Long Hair,Adult,Male,Medium,"I&amp;#39;m the sweetest spud with a heart of gold, and I&amp;#39;m a great option for a novice owner or a...",Sweet Potato,adoptable,2023-07-23T12:15:39+0000
65563753,Cat,Domestic Medium Hair,Baby,Female,Medium,Sweet &amp;#39;n spicy kitty ready to delightfully rock your world. Well suited to any kitten appropriate home. Primary Color: Black...,Saffron,adoptable,2023-07-23T12:15:39+0000
65563754,Cat,Domestic Short Hair,Baby,Female,Medium,"Charmingly wicked kitty ready to razzle and dazzle your life! I am on the timid/undersocialized side, so I will thrive...",Yennefer,adoptable,2023-07-23T12:15:39+0000
65563727,Cat,American Shorthair,Baby,Male,Medium,,Blackjack,adoptable,2023-07-23T12:11:00+0000
65563726,Cat,Domestic Short Hair,Adult,Male,Small,Dozier. Project boy. Came in stray and very scared and shut down. We have been working woth him and seeing...,2306-0734 Dozier,adoptable,2023-07-23T12:10:32+0000
65563725,Cat,American Shorthair,Baby,Male,Medium,,Blackbean,adoptable,2023-07-23T12:09:58+0000
65563721,Cat,American Shorthair,Baby,Female,Medium,,Birdy,adoptable,2023-07-23T12:09:55+0000
65563718,Cat,Domestic Short Hair,Baby,Male,Medium,"My name is Donald, and I was on the euthanasia list with my brother Dewey at animal services. We are...",Donald,adoptable,2023-07-23T12:09:10+0000
65563719,Cat,Domestic Short Hair,Baby,Male,Medium,"My name is Dewey, and I was on the euthanasia list with my brother Donald at animal services. We are...",Dewey,adoptable,2023-07-23T12:09:10+0000
65563712,Cat,Domestic Short Hair,Baby,Male,Small,,Remi,adoptable,2023-07-23T12:06:58+0000
65563688,Cat,Domestic Short Hair,Adult,Male,Small,,Damon,adoptable,2023-07-23T12:06:41+0000
65563681,Cat,Domestic Short Hair,Baby,Female,Medium,Alfreda was born in Philadelphia and moved out to the country with her mom and 5 siblings when she was...,Alfreda,adoptable,2023-07-23T12:04:45+0000
65563676,Cat,Domestic Short Hair,Young,Male,Medium,"Handsome Winston came to PetPromise as a baby with pneumonia and had a long recovery period. He is a long,...",Winston,adoptable,2023-07-23T11:58:02+0000
65563673,Cat,Domestic Short Hair,Adult,Male,Small,Catboy. 4 years old. Unsure why he was surrendered. Owner said good in the home and social with other animals...,2307-0320 Catboy,adoptable,2023-07-23T11:56:04+0000
65563674,Cat,Domestic Short Hair,Adult,Female,Small,Came in with a family of cats when their owner went into a care facility. All are very scared but...,2306-1487 New York Pizza,adoptable,2023-07-23T11:56:04+0000
65563672,Cat,Domestic Short Hair,Young,Male,Small,Cute little kitty!,2307-0309 Rusty,adoptable,2023-07-23T11:56:04+0000
65563671,Cat,Domestic Short Hair,Young,Female,Medium,You can fill out an adoption application online on our official website.,Sky,adoptable,2023-07-23T11:55:31+0000
65563668,Cat,American Shorthair,Baby,Female,Medium,,Birdy,adoptable,2023-07-23T11:54:53+0000
65563667,Cat,Domestic Short Hair,Senior,Male,Medium,"Andre is a very sweet &amp; affectionate senior kitty who would like to be adopted with his best friend, Anastasia.",Andre,adoptable,2023-07-23T11:54:24+0000
65563666,Cat,Domestic Short Hair,Baby,Male,Medium,"JACK - ID#A488196

My name is Jack.
I am a neutered male, black Domestic Shorthair.
Jack is about 10 months...",Jack,adoptable,2023-07-23T11:52:16+0000
65563665,Cat,Domestic Short Hair,Adult,Male,Large,"Meet Kirk! 

This handsome man loves making biscuits and getting all of your attention. He loves a good cuddle session...",Kirk,adoptable,2023-07-23T11:50:26+0000
65563664,Cat,Domestic Short Hair,Adult,Male,Medium,Rocky is very sweet and loving.,Rocky,adoptable,2023-07-23T11:49:57+0000
65563663,Cat,Siamese,Young,Male,Medium,"ROGER - ID#A488670

My name is Roger.
I am a neutered male, flame point Siamese mix.
Roger is about 3...",Roger,adoptable,2023-07-23T11:49:34+0000
65563658,Cat,Domestic Short Hair,Baby,Male,Small,,Ronin,adoptable,2023-07-23T11:45:16+0000
65563660,Cat,Domestic Short Hair,Baby,Female,Small,,Harlowe,adoptable,2023-07-23T11:45:16+0000
65563659,Cat,Domestic Long Hair,Baby,Female,Small,,Jules,adoptable,2023-07-23T11:45:16+0000
65563656,Cat,Domestic Long Hair,Adult,Female,Large,"PUFF - ID#A488063

My name is Puff.
I am a spayed female, white and orange Domestic Longhair.
Puff is about...",Puff,adoptable,2023-07-23T11:40:20+0000
65563655,Cat,Domestic Short Hair,Adult,Male,Small,"Charles. This handsome boy came in stray. A bit aloof at first, but the longer we gave had him the...",2305-1216 Charles,adoptable,2023-07-23T11:39:35+0000
65563654,Cat,Domestic Short Hair,Adult,Male,Small,Came in with a family of cats when their owner went into a care facility. All are very scared but...,2306-1488 Chi Pizza,adoptable,2023-07-23T11:39:34+0000
65563653,Cat,Domestic Short Hair,Young,Male,Medium,,BERT,adoptable,2023-07-23T11:35:40+0000
65563647,Cat,Snowshoe,Baby,Female,Small,Aurora was abandoned in the bed of an old truck along with three siblings (1 deceased). She is gorgeous and...,Aurora Railroad KA,adoptable,2023-07-23T11:31:20+0000
65563646,Cat,Domestic Short Hair,Adult,Male,Small,"Double Adoption with Mercury, #H211412. When Mercury and Mars were orbiting around someone&amp;#39;s back yard as older kittens, they had...",Mars,adoptable,2023-07-23T11:29:44+0000
65563645,Cat,Domestic Short Hair,Young,Female,Small,"You&amp;#39;d better run to meet Cat Benatar, our low-key rockstar ready to be the great love you&amp;#39;ve been hoping for....",Cat Benatar,adoptable,2023-07-23T11:29:43+0000
65563642,Cat,Domestic Short Hair,Young,Female,Medium,Sable (dob 1/10/22). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue. She&#039;s...,Sable (loves attention and loves to sit in a lap),adoptable,2023-07-23T11:28:35+0000
65563641,Cat,Calico,Adult,Female,Medium,Meet super sweet Spritz! This beauty is so soft and gentle. She loves to roll over on her back for...,Spritz,adoptable,2023-07-23T11:28:14+0000
65563638,Cat,Domestic Short Hair,Baby,Male,Medium,Sable&#039;s Litter (dob 4/22/23). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue....,Munchkin (little boy who loves cuddles and playing),adoptable,2023-07-23T11:22:58+0000
65563623,Cat,Domestic Medium Hair,Baby,Male,Small,"Bob, Carol, Ted...........no Alice! These cuties were born in fostercare to their mom, Fluffy. They are a tad shy, as...",Ted,adoptable,2023-07-23T11:07:38+0000
65563622,Cat,Domestic Medium Hair,Baby,Female,Small,"Bob, Carol, Ted...........no Alice! These cuties were born in fostercare to their mom, Fluffy. They are a tad shy, as...",Carol,adoptable,2023-07-23T11:07:38+0000
65563624,Cat,Domestic Medium Hair,Baby,Male,Small,"Bob, Carol, Ted...........no Alice! These cuties were born in fostercare to their mom, Fluffy. They are a tad shy, as...",Bob,adoptable,2023-07-23T11:07:38+0000
65563621,Cat,Tabby,Adult,Male,Large,"Our pets are spayed/neutered, microchipped, dewormed and current on vaccinations before their adoptions are finalized. Please call PAWS at 435-688-9748...",Pumpkin (Wilbur),adoptable,2023-07-23T11:07:30+0000
65563618,Cat,Domestic Short Hair,Baby,Male,Medium,,Dale,adoptable,2023-07-23T11:06:00+0000
65563617,Cat,Domestic Short Hair,Baby,Male,Medium,Sable&#039;s Litter (dob 4/22/23). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue....,Runt (tiny but a ball of fire when chasing his toys),adoptable,2023-07-23T11:05:05+0000
65563616,Cat,Domestic Short Hair,Adult,Male,Medium,"Darwin’s foster parents found him in a friend’s backyard, covered in fleas and with marks all over his body from...",Darwin,adoptable,2023-07-23T11:04:19+0000
65563615,Cat,Tortoiseshell,Baby,Female,Medium,Sable&#039;s Litter (dob 4/22/23). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue....,"Freckles (super sweet, loves to climb the cat trees)",adoptable,2023-07-23T11:03:03+0000
65563614,Cat,Torbie,Baby,Female,Medium,Sable&#039;s Litter (dob 4/22/23). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue....,Serena (loves to play and watch the world go by),adoptable,2023-07-23T11:00:19+0000
65563612,Cat,Domestic Short Hair,Baby,Female,Medium,Sable&#039;s Litter (dob 4/22/23). Sable and her sister Taffy were found wandering around pregnant when they came into our rescue....,"Sassy (playful, loves to cuddle)",adoptable,2023-07-23T10:55:21+0000
65563609,Cat,Domestic Short Hair,Baby,Female,Small,Sweet active playful Ancho copes wonderfully after loss of 1 eye after being abandoned outside with sibling Rocoto at birth...,Ancho kitTEEN 1 eyed wonder,adoptable,2023-07-23T10:49:20+0000
65563600,Cat,Domestic Short Hair,Baby,Male,Medium,"Plankton is the sweetest guy you’ll meet. He loves his people, cuddles and naps. He’s a talker and loves to...",Plankton ,adoptable,2023-07-23T10:34:08+0000
65563598,Cat,American Shorthair,Adult,Female,Large,Jitterbug is a Courtesy Listing and is not housed at the Animal Shelter. Please note that the City of Bloomington...,Jitterbug,adoptable,2023-07-23T10:28:53+0000
65563599,Cat,Domestic Medium Hair,Baby,Female,Medium,,Midge,adoptable,2023-07-23T10:28:53+0000
65563597,Cat,Domestic Short Hair,Baby,Female,Small,,Smol Miaow,adoptable,2023-07-23T10:28:53+0000
65563596,Cat,Domestic Short Hair,Baby,Female,Small,,Shakira,adoptable,2023-07-23T10:28:53+0000
65563593,Cat,Domestic Short Hair,Baby,Male,Small,"Friendly playful Rocoto does not let loss of one eye slow him down at all 
6 months old teenager fixed...",Rocoto 1 eye hero kitTEEN,adoptable,2023-07-23T10:26:40+0000
65563590,Cat,Domestic Short Hair,Baby,Female,Small,Arya is about 11 weeks old and her adoption fee is $65. She is up to date on age appropriate...,Arya,adoptable,2023-07-23T10:22:11+0000
65563591,Cat,Domestic Short Hair,Baby,Female,Small,"Harvest is a 11-week-old female cat ready for adoption!

Harvest has been tested and negative for Felv/Fiv, vaccinated, dewormed, flea...",Harvest,adoptable,2023-07-23T10:22:11+0000
65563592,Cat,Domestic Short Hair,Baby,Female,Small,Daenarys is about 11 weeks old and her adoption fee is $65. She is up to date on age appropriate...,Daenarys,adoptable,2023-07-23T10:22:11+0000
65563589,Cat,Domestic Medium Hair,Baby,Female,Large,,Kiara,adoptable,2023-07-23T10:22:11+0000
65563588,Cat,Domestic Short Hair,Baby,Male,Small,Jon Snow is about 11 weeks old and his adoption fee is $65. He is up to date on age...,Jon Snow,adoptable,2023-07-23T10:22:11+0000
65563580,Cat,Domestic Short Hair,Baby,Male,Small,"Hi, I&amp;#39;m Jason Meomoa! I&amp;#39;ve been living in a foster home with my siblings, and they say I&amp;#39;m the leader...",Jason Meowmoa,adoptable,2023-07-23T10:16:12+0000
65563582,Cat,Domestic Short Hair,Baby,Female,Small,"Hi, I&amp;#39;m Cindy Clawford! I&amp;#39;ve been living in a foster home with my siblings, and they say I&amp;#39;m the adventurous...",Cindy Clawford,adoptable,2023-07-23T10:16:12+0000
65563579,Cat,Domestic Short Hair,Baby,Female,Small,Pita is a sweet domestic medium hair kitten. She can be reserved around her sisters and their big personalities but...,Pita,adoptable,2023-07-23T10:16:12+0000
65563578,Cat,Domestic Short Hair,Baby,Female,Small,"Hi, I&amp;#39;m Carol Purrnet! I&amp;#39;ve been living in a foster home with my siblings, and they say I&amp;#39;m the shyest...",Carol Purrnet,adoptable,2023-07-23T10:16:11+0000
65563560,Cat,Domestic Short Hair,Baby,Male,Small,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,Crockett,adoptable,2023-07-23T10:07:30+0000
65563553,Cat,Domestic Short Hair,Young,Male,Medium,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,Lincoln,adoptable,2023-07-23T10:07:29+0000
65563555,Cat,Domestic Short Hair,Young,Male,Medium,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,Mary,adoptable,2023-07-23T10:07:29+0000
65563545,Cat,Domestic Short Hair,Adult,Female,Medium,,Bella,adoptable,2023-07-23T10:07:13+0000
65563540,Cat,Domestic Short Hair,Adult,Female,Medium,Imogen is almost 5 years old. She is not a good with a dogThis cat is waiting for it&amp;#39;s Forever...,Imogen-568,adoptable,2023-07-23T10:06:21+0000
65563538,Cat,Domestic Medium Hair,Baby,Female,Medium,"Silly and playful, this little girl is one of 5 kittens! Super sweet girl that will charm you with her...",30A-Crow,adoptable,2023-07-23T10:06:20+0000
65563536,Cat,Domestic Long Hair,Baby,Female,Medium,"Hi there!
 I recently arrived at the Franklin County Animal Rescue, and my dedicated team is still learning all about...",Gemini,adoptable,2023-07-23T10:06:19+0000
65563532,Cat,Domestic Short Hair,Adult,Male,Medium,Hello my name is Maurice but most everyone calls me Maury. I am an extremely handsome man. I enjoy playing...,Maurice,adoptable,2023-07-23T10:05:15+0000
65563531,Cat,Bombay,Baby,Female,Large,This little panther is just the sweetest girl. She&amp;#39;s so loving and purrs away when held. She qould love to...,Nellie Bean,adoptable,2023-07-23T10:05:13+0000
65563523,Cat,Domestic Short Hair,Young,Male,Medium,,Dante,adoptable,2023-07-23T10:05:06+0000
65563519,Cat,Domestic Short Hair,Baby,Female,Small,,Athena,adoptable,2023-07-23T10:04:51+0000
65563520,Cat,Domestic Short Hair,Baby,Male,Small,,Shortstop,adoptable,2023-07-23T10:04:51+0000
65563521,Cat,Domestic Short Hair,Baby,Female,Small,,Tropicana,adoptable,2023-07-23T10:04:51+0000
65563502,Cat,Domestic Short Hair,Young,Male,Small,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Flint Lockwood,adoptable,2023-07-23T10:04:18+0000
65563503,Cat,Domestic Short Hair,Young,Male,Medium,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Binx,adoptable,2023-07-23T10:04:18+0000
65563504,Cat,Domestic Short Hair,Adult,Female,Small,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Cece,adoptable,2023-07-23T10:04:18+0000
65563505,Cat,Domestic Short Hair,Adult,Male,Large,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Gary,adoptable,2023-07-23T10:04:18+0000
65563507,Cat,Domestic Long Hair,Senior,Female,Large,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Sookie,adoptable,2023-07-23T10:04:18+0000
65563508,Cat,Domestic Short Hair,Adult,Male,Medium,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Bruce Lee,adoptable,2023-07-23T10:04:18+0000
65563509,Cat,Domestic Short Hair,Adult,Male,Medium,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Orange,adoptable,2023-07-23T10:04:18+0000
65563513,Cat,Domestic Medium Hair,Adult,Female,Medium,"ALL ANIMALS POSTED ARE/WILL BE AVAILABLE FOR ADOPTION TO THE PUBLIC AFTER SPAY/NEUTER.
WE ARE UNABLE TO PLACE A HOLD...",Goldie,adoptable,2023-07-23T10:04:18+0000
65563499,Cat,Siamese,Adult,Male,Large,"I am such a sweet boy that was rescued from the busy streets, I was hurt and everybody thought I...",Gus,adoptable,2023-07-23T10:04:14+0000
65563495,Cat,Domestic Short Hair,Baby,Female,Small,"PLEASE EMAIL 
tinypawskittenadoptions@gmail.com with any questions.",4/14 - Cowboy,adoptable,2023-07-23T10:04:09+0000
65563493,Cat,Domestic Short Hair,Baby,Female,Large,All adoptions require potential adopters to come and visit with the pet before we will except any applications. We go...,Minnie,adoptable,2023-07-23T10:04:03+0000
65563494,Cat,Domestic Short Hair,Baby,Female,Large,All adoptions require potential adopters to come and visit with the pet before we will except any applications. We go...,Ivy,adoptable,2023-07-23T10:04:03+0000
65563489,Cat,Domestic Short Hair,Baby,Female,Medium,"Sabine started out shy and timid, but in the past few weeks she has blossomed and become more curious, confident,...",Sabine,adoptable,2023-07-23T10:03:02+0000
65563487,Cat,Domestic Long Hair,Baby,Male,Medium,"Ezra is the absolute sweetest, gentlest, most affectionate, and most trusting soul. He loves to play and he loves people....",Ezra,adoptable,2023-07-23T10:03:02+0000
65563488,Cat,Domestic Short Hair,Baby,Male,Medium,"Zeb has a temperament much like his brother Rex. He is confident and outgoing, gets along well with other animals,...",Zeb,adoptable,2023-07-23T10:03:02+0000
65563490,Cat,Domestic Short Hair,Adult,Female,Medium,CALYPSO was found as a stray. She can be a bit shy but is starting to seek out attention. She...,CALYPSO,adoptable,2023-07-23T10:03:02+0000
65563486,Cat,Domestic Short Hair,Baby,Male,Medium,"Rex is a good-natured, curious, and adventurous kitten. He is a purry love bug and gets along well with other...",Rex,adoptable,2023-07-23T10:03:01+0000
65563471,Cat,Domestic Short Hair,Adult,Female,Large,Chi is a very sweet little girl. She gets along with other animals but would also do great in a...,Chi,adoptable,2023-07-23T10:02:53+0000
65563472,Cat,Domestic Short Hair,Adult,Female,Medium,Luisa is the sweetest little girl you&amp;#39;ll ever meet. She loves wet food and cuddles. She enjoys mice toys and...,Luisa,adoptable,2023-07-23T10:02:53+0000
65563473,Cat,Domestic Medium Hair,Adult,Female,Medium,I am a spunky kitty that is still learning to appreciate a lot of attention. Right now I am most...,Cayenne,adoptable,2023-07-23T10:02:53+0000
65563474,Cat,Domestic Short Hair,Senior,Female,Large,,Peanut,adoptable,2023-07-23T10:02:53+0000
65563475,Cat,Domestic Short Hair,Adult,Female,Large,Bug is a silly and sweet kitty. She loves attention and cuddles. She finds little places to sleep around the...,Bug,adoptable,2023-07-23T10:02:53+0000
65563476,Cat,Domestic Short Hair,Adult,Female,Large,Fiona is a quiet kitty that enjoys cuddles and being petted. She would love to be adopted with her sister...,Fiona,adoptable,2023-07-23T10:02:53+0000
65563477,Cat,Domestic Short Hair,Adult,Male,Medium,Ruben is a shy kitty that was rescued from the shelter as a unsocialized kitten. He has made progress but...,Ruben,adoptable,2023-07-23T10:02:53+0000
65563478,Cat,Domestic Short Hair,Adult,Male,Large,"I am shy but very sweet, I am learning to seek out attention and I love to play with other...",Bristol,adoptable,2023-07-23T10:02:53+0000
65563479,Cat,Domestic Medium Hair,Adult,Male,Large,I am a little skittish with fast movements but I seek out attention as soon anyone sits down. I am...,Scamp,adoptable,2023-07-23T10:02:53+0000
65563480,Cat,Domestic Short Hair,Adult,Male,Large,Hi! I&amp;#39;m a sweet boy with a rough past. I was thrown outside by my previous owner before I was...,Mango,adoptable,2023-07-23T10:02:53+0000
65563448,Cat,Domestic Short Hair,Baby,Male,Small,,Robin,adoptable,2023-07-23T10:01:47+0000
65563446,Cat,Domestic Short Hair,Baby,Male,Large,Lancer is an adorable 18 week old male kitten who is searching for his furever home. Lancer is available for...,Lancer,adoptable,2023-07-23T10:01:47+0000
65563441,Cat,Domestic Short Hair,Baby,Male,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,OG,adoptable,2023-07-23T10:01:43+0000
65563442,Cat,Domestic Short Hair,Baby,Male,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Logan,adoptable,2023-07-23T10:01:43+0000
65563440,Cat,Domestic Short Hair,Baby,Male,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Solomon,adoptable,2023-07-23T10:01:43+0000
65563443,Cat,Domestic Short Hair,Baby,Female,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Shellie,adoptable,2023-07-23T10:01:43+0000
65563438,Cat,Domestic Short Hair,Baby,Female,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Lisa,adoptable,2023-07-23T10:01:42+0000
65563436,Cat,Domestic Short Hair,Baby,Male,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Hugo,adoptable,2023-07-23T10:01:42+0000
65563434,Cat,Domestic Short Hair,Baby,Male,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Breaux,adoptable,2023-07-23T10:01:42+0000
65563435,Cat,Domestic Short Hair,Baby,Female,Small,Interested in adopting this pet? Text 386-983-2337 or email safepets.neflorida@gmail.com,Adira,adoptable,2023-07-23T10:01:42+0000
65563432,Cat,Domestic Short Hair,Baby,Male,Medium,,Mufasa (hartman),adoptable,2023-07-23T10:01:36+0000
65563431,Cat,Domestic Medium Hair,Baby,Male,Medium,,Mantis (rockingham),adoptable,2023-07-23T10:01:35+0000
65563421,Cat,Domestic Short Hair,Baby,Male,Medium,Luling Animal Welfare Society is a 501c3 organization that supports the care and adoption of animals at the Luling Municipal...,Marco,adoptable,2023-07-23T10:01:25+0000
65563422,Cat,Domestic Short Hair,Young,Female,Medium,Luling Animal Welfare Society is a 501c3 organization that supports the care and adoption of animals at the Luling Municipal...,Pinky,adoptable,2023-07-23T10:01:25+0000
65563423,Cat,Domestic Short Hair,Baby,Male,Medium,Luling Animal Welfare Society is a 501c3 organization that supports the care and adoption of animals at the Luling Municipal...,Polo,adoptable,2023-07-23T10:01:25+0000
65563413,Cat,Domestic Short Hair,Adult,Male,Medium,,Trove,adoptable,2023-07-23T10:01:03+0000
65563410,Cat,Domestic Short Hair,Adult,Female,Medium,"Available for adoption from Kitty Kat Haven and Rescue
Hoover, AL 35226
205-302-8883",Bailey,adoptable,2023-07-23T10:01:02+0000
65563407,Cat,Domestic Medium Hair,Baby,Male,Medium,Frosty is a sweet gorgeous boy with a hint of fluffy! Just like a frosty white cloud.Available for adoption from...,Frosty,adoptable,2023-07-23T10:01:02+0000
65563408,Cat,Domestic Short Hair,Baby,Male,Medium,Monty was found when he was just a week or two old. He was lucky enough to be taken in...,Monty,adoptable,2023-07-23T10:01:02+0000
65563409,Cat,Domestic Medium Hair,Baby,Male,Medium,"Diglett, Ditto, Squirtle, Raichu, Eevee were born to mom Sarah. They are sweet and social kittens! Would do best in...",Squirtle,adoptable,2023-07-23T10:01:02+0000
65563405,Cat,Domestic Medium Hair,Baby,Female,Medium,"Diglett, Ditto, Squirtle, Raichu, Eevee were born to mom Sarah. They are sweet and social kittens! Would do best in...",Eevee,adoptable,2023-07-23T10:01:02+0000
65563406,Cat,Domestic Medium Hair,Baby,Female,Medium,"Diglett, Ditto, Squirtle, Raichu, Eevee were born to mom Sarah. They are sweet and social kittens! Would do best in...",Diglett,adoptable,2023-07-23T10:01:02+0000
65563412,Cat,Domestic Medium Hair,Baby,Male,Medium,"Diglett, Ditto, Squirtle, Raichu, Eevee were born to mom Sarah. They are sweet and social kittens! Would do best in...",Ditto,adoptable,2023-07-23T10:01:02+0000
65563411,Cat,Domestic Short Hair,Young,Male,Medium,"Flynn is a sweet &amp;amp; playful boy. If a water from a sink is on, he will be drinking from...",Flynn,adoptable,2023-07-23T10:01:02+0000
